City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
149,rognan,67.0953,15.3878,274.23,96,100,3.29,NO,1670196184
150,necochea,-38.5473,-58.7368,289.34,85,19,3.27,AR,1670196187
151,springdale,36.1867,-94.1288,280.83,75,100,4.12,US,1670196189
152,sitka,57.0531,-135.33,276.09,70,0,2.06,US,1670196192
153,port lincoln,-34.7333,135.8667,289.72,61,100,7.33,AU,1670196065
154,elk plain,47.0532,-122.3976,275.0,89,100,0.0,US,1670196197
155,inhambane,-23.865,35.3833,298.19,88,0,4.08,MZ,1670196019
156,torbay,47.6666,-52.7314,275.69,87,75,10.29,CA,1670195942
157,vestmannaeyjar,63.4427,-20.2734,276.76,73,20,7.62,IS,1670196204
158,terrasini,38.146,13.0844,288.27,72,0,1.54,IT,1670196206
159,arraial do cabo,-22.9661,-42.0278,296.01,88,100,13.18,BR,1670195918
160,tiarei,-17.5333,-149.3333,303.16,79,16,6.95,PF,1670196194
161,soyo,-6.1349,12.3689,298.62,86,100,2.76,AO,1670196213
162,temozon,20.8,-88.2167,300.43,56,59,2.84,MX,1670196215
163,coihaique,-45.5752,-72.0662,284.49,87,75,3.09,CL,1670196217
164,newport,51.5877,-2.9984,278.21,78,100,7.11,GB,1670196080
165,armidale,-30.5167,151.65,293.47,41,0,3.77,AU,1670196124
166,qaqortoq,60.7167,-46.0333,264.43,63,40,3.92,GL,1670196224
167,fortuna,40.5982,-124.1573,284.81,91,75,3.6,US,1670196060
168,bathsheba,13.2167,-59.5167,297.62,93,20,1.54,BB,1670196228
169,nikolskoye,59.7035,30.7861,269.09,95,100,3.59,RU,1670195938
170,yenagoa,4.9247,6.2642,298.44,89,18,2.5,NG,1670196233
171,dikson,73.5069,80.5464,271.31,86,100,9.41,RU,1670195937
172,taft,31.7471,54.2088,277.12,65,20,2.06,IR,1670196237
173,christchurch,-43.5333,172.6333,291.16,72,100,6.17,NZ,1670196104
174,oktyabrskoye,43.0645,44.7417,269.23,100,66,4.0,RU,1670196242
175,esperance,-33.8667,121.9,290.09,77,95,5.83,AU,1670196244
176,salalah,17.0151,54.0924,297.2,73,40,1.03,OM,1670196246
177,chuy,-33.6971,-53.4616,292.19,91,6,3.19,UY,1670196251
178,nairobi,-1.2833,36.8167,289.8,94,75,4.12,KE,1670196186
179,luderitz,-26.6481,15.1594,289.06,69,3,8.27,NA,1670196256
180,ilulissat,69.2167,-51.1,275.16,64,100,3.6,GL,1670196258
181,zambezi,-13.5432,23.1047,291.7,79,87,3.06,ZM,1670196261
182,lasa,46.6166,10.7002,278.64,97,90,2.04,IT,1670196054
183,tuktoyaktuk,69.4541,-133.0374,247.15,76,20,5.66,CA,1670196265
184,ribeira grande,38.5167,-28.7,288.58,72,99,4.92,PT,1670196268
185,bambous virieux,-20.3428,57.7575,298.29,78,40,3.09,MU,1670196270
186,koosa,58.5255,27.0795,270.23,98,100,2.05,EE,1670196272
187,coldwater,41.9403,-85.0005,273.09,55,0,3.09,US,1670196275
188,bud,39.447,-86.1758,275.14,51,3,2.77,US,1670196277
189,dunedin,-45.8742,170.5036,285.26,69,98,1.34,NZ,1670196223
190,saint-francois,46.4154,3.9054,276.84,93,100,1.03,FR,1670196283
191,saldanha,-33.0117,17.9442,287.18,80,1,7.21,ZA,1670196286
192,anadyr,64.75,177.4833,261.43,78,20,13.0,RU,1670196288
193,victoria,22.2855,114.1577,291.62,80,100,6.71,HK,1670196196
194,upernavik,72.7868,-56.1549,266.94,66,98,3.1,GL,1670196292
195,gualaquiza,-3.4,-78.55,292.91,93,28,1.23,EC,1670196295
196,arrecife,28.963,-13.5477,294.14,78,40,8.75,ES,1670196130
197,manitouwadge,49.1215,-85.8403,265.64,95,100,1.42,CA,1670196299
198,thompson,55.7435,-97.8558,245.24,76,40,2.57,CA,1670196302
199,quartucciu,39.2519,9.1794,285.93,81,0,1.03,IT,1670196304
200,longyan,25.1072,117.0225,284.74,90,100,2.1,CN,1670196307
201,aklavik,68.2191,-135.0107,248.71,99,99,3.63,CA,1670196310
202,chardara,41.2547,67.9692,269.59,54,100,3.87,KZ,1670196313
203,xining,36.6167,101.7667,266.62,53,47,1.0,CN,1670196316
204,souillac,-20.5167,57.5167,298.36,78,40,3.09,MU,1670196318
205,avarua,-21.2078,-159.775,301.18,83,40,3.6,CK,1670196321
206,sao jose da coroa grande,-8.8978,-35.1478,297.9,83,45,5.23,BR,1670196043
207,linjiang,41.8069,126.9078,256.86,94,15,0.57,CN,1670196048
208,sao filipe,14.8961,-24.4956,295.39,64,92,1.63,CV,1670196330
209,nome,64.5011,-165.4064,274.19,86,100,13.89,US,1670196234
210,araouane,18.9048,-3.5265,299.49,15,100,4.17,ML,1670196334
211,kaitangata,-46.2817,169.8464,284.68,65,100,0.74,NZ,1670196337
212,yulara,-25.2406,130.9889,305.27,14,2,7.65,AU,1670196339
213,nortelandia,-14.4547,-56.8028,296.77,84,88,1.75,BR,1670196341
214,tautira,-17.7333,-149.15,299.36,80,41,6.77,PF,1670196344
215,ushtobe,45.2514,77.9838,262.63,92,100,0.73,KZ,1670196346
216,swan river,52.1058,-101.2676,269.09,86,71,6.69,CA,1670196348
217,laguna,38.421,-121.4238,288.19,81,40,0.0,US,1670196109
218,port hardy,50.6996,-127.4199,275.25,80,20,0.0,CA,1670196056
219,merauke,-8.4667,140.3333,301.62,67,48,3.01,ID,1670196355
220,balkanabat,39.5108,54.3671,272.49,51,0,1.72,TM,1670196357
221,darnah,32.767,22.6367,290.48,60,43,6.74,LY,1670196359
222,san patricio,28.017,-97.5169,293.2,74,93,2.69,US,1670196362
223,boksitogorsk,59.474,33.8485,266.82,94,100,4.29,RU,1670196364
224,dingle,10.9995,122.6711,297.45,93,100,3.66,PH,1670196366
225,nara,34.6851,135.8049,282.87,49,86,0.56,JP,1670196371
226,mount airy,36.4993,-80.6073,280.96,68,100,1.34,US,1670196375
227,naze,28.3667,129.4833,291.66,88,81,7.0,JP,1670196378
228,xinzhi,36.4989,111.7047,273.74,37,0,1.32,CN,1670196381
229,tanete,-3.9443,119.7848,297.69,92,100,0.82,ID,1670196383
230,khandyga,62.6667,135.6,241.58,99,100,1.47,RU,1670196385
231,tuatapere,-46.1333,167.6833,286.41,75,100,2.39,NZ,1670196388
232,ocho rios,18.4025,-77.1048,297.77,76,8,3.09,JM,1670196390
233,ellensburg,46.9965,-120.5479,272.25,80,100,2.57,US,1670196366
234,kyren,51.6828,102.1408,253.0,84,4,0.67,RU,1670196394
235,gribanovskiy,51.4579,41.9764,263.63,65,6,2.61,RU,1670196397
236,tasiilaq,65.6145,-37.6368,271.24,65,6,1.68,GL,1670196399
237,karratha,-20.7377,116.8463,302.92,40,2,5.35,AU,1670196401
238,gwadar,25.1216,62.3254,295.73,56,0,2.62,PK,1670196404
239,porto novo,6.4965,2.6036,299.88,85,39,3.34,BJ,1670196406
240,rantoul,40.3084,-88.1559,274.25,69,0,3.09,US,1670196408
241,tual,-5.6667,132.75,301.09,73,97,1.19,ID,1670196411
242,koslan,63.4564,48.8989,252.29,99,5,1.11,RU,1670196413
243,bredasdorp,-34.5322,20.0403,287.1,71,86,1.53,ZA,1670196415
244,sayyan,15.1718,44.3244,281.43,43,1,1.75,YE,1670196418
245,oxapampa,-10.5775,-75.4017,289.31,95,91,0.65,PE,1670196420
246,sistranda,63.7256,8.834,272.13,72,100,7.28,NO,1670196138
247,hoquiam,46.9809,-123.8893,277.14,89,100,5.14,US,1670196424
248,darhan,49.4867,105.9228,250.01,92,5,2.4,MN,1670196429
249,warwick,41.7001,-71.4162,277.84,64,75,2.06,US,1670196431
250,hokitika,-42.7167,170.9667,287.52,76,97,1.94,NZ,1670196434
251,winneba,5.3511,-0.6231,298.92,89,87,3.72,GH,1670196436
252,beloha,-25.1667,45.05,297.04,80,88,2.0,MG,1670196438
253,oriximina,-1.7656,-55.8661,296.82,91,100,1.22,BR,1670196441
254,varhaug,58.6147,5.6457,273.09,58,1,1.61,NO,1670196443
255,makakilo city,21.3469,-158.0858,300.33,62,75,5.14,US,1670196446
256,vardo,70.3705,31.1107,269.14,80,100,5.66,NO,1670196452
257,elko,41.0002,-115.5012,277.16,86,95,8.49,US,1670196454
258,severo-kurilsk,50.6789,156.125,268.79,63,76,8.08,RU,1670196457
259,khani,41.9563,42.9566,276.91,88,100,2.51,GE,1670196459
260,eyl,7.9803,49.8164,297.08,73,97,7.21,SO,1670196461
261,gushikawa,26.3544,127.8686,295.72,96,20,2.57,JP,1670196464
262,brae,60.3964,-1.353,278.38,66,75,3.15,GB,1670196466
263,klyuchi,52.2667,79.1667,257.56,97,100,2.04,RU,1670196468
264,bhadrachalam,17.6667,80.8833,292.45,90,14,0.27,IN,1670196471
265,pandamatenga,-18.5278,25.627,297.81,37,50,1.94,BW,1670196473
266,siniscola,40.5719,9.6922,282.9,82,37,2.28,IT,1670196475
267,miracatu,-24.2814,-47.4597,295.83,95,100,1.48,BR,1670196478
268,maputo,-25.9653,32.5892,298.97,83,75,6.69,MZ,1670196480
269,kahului,20.8947,-156.47,302.16,62,40,9.26,US,1670196482
270,half moon bay,37.4636,-122.4286,289.7,74,75,5.66,US,1670196487
271,krasnoselkup,65.7,82.4667,264.46,95,100,6.15,RU,1670196489
272,waipawa,-41.4122,175.5153,287.09,83,57,3.44,NZ,1670196492
273,skjervoy,70.0311,20.9714,273.62,60,24,6.06,NO,1670196494
274,arzgir,45.3728,44.2206,266.84,82,60,6.74,RU,1670196497
275,iguatemi,-23.6803,-54.5611,295.31,95,95,2.06,BR,1670196499
276,majene,-3.5403,118.9707,299.28,83,97,1.14,ID,1670196501
277,da nang,16.0678,108.2208,297.14,94,75,4.12,VN,1670196506
278,novoanninskiy,50.5287,42.6747,263.51,68,3,2.93,RU,1670196509
279,kavieng,-2.5744,150.7967,300.03,78,100,4.23,PG,1670196497
280,canico,32.6333,-16.85,290.93,88,40,6.69,PT,1670196513
281,santa rosa,14.3122,121.1114,300.14,87,100,3.85,PH,1670196516
282,santa marta,11.2408,-74.199,301.18,71,40,4.63,CO,1670196518
283,lillooet,50.6856,-121.942,277.17,88,16,0.38,CA,1670196520
284,caohai,26.8661,104.2841,271.32,79,99,1.41,CN,1670196522
285,georgiyevka,43.0369,74.7114,267.17,86,75,2.0,KZ,1670196525
286,la ronge,55.1001,-105.2842,262.29,67,75,12.35,CA,1670196527
287,general roca,-39.0333,-67.5833,301.83,14,46,0.6,AR,1670196529
288,sidi ali,36.0998,0.4206,288.23,45,34,3.44,DZ,1670196532
289,bagli,22.65,76.35,289.89,52,14,2.06,IN,1670196534
290,zhigansk,66.7697,123.3711,246.15,97,100,1.42,RU,1670196536
291,alot,23.7667,75.55,289.55,53,3,2.83,IN,1670196539
292,itarema,-2.9248,-39.9167,299.54,74,60,7.34,BR,1670196324
293,faya,18.3851,42.4509,284.21,81,1,1.41,SA,1670196543
294,hualmay,-11.0964,-77.6139,293.45,77,4,3.74,PE,1670196447
295,lagoa,39.05,-27.9833,288.38,70,100,4.42,PT,1670196491
296,benguela,-12.5763,13.4055,297.65,83,100,1.4,AO,1670196552
297,te anau,-45.4167,167.7167,288.18,74,94,2.67,NZ,1670196511
298,kyra,49.5776,111.9753,251.11,88,6,2.83,RU,1670196559
299,antigonish,45.6169,-61.9986,276.08,76,35,2.24,CA,1670196561
300,mazagao,-0.115,-51.2894,301.18,80,94,2.41,BR,1670196566
301,lapeer,43.0514,-83.3188,273.86,51,0,3.09,US,1670196516
302,sharjah,25.3573,55.4033,297.14,73,0,2.06,AE,1670196570
303,dongsheng,39.8161,109.9776,262.73,46,0,2.34,CN,1670196573
304,kenai,60.5544,-151.2583,270.45,94,75,3.09,US,1670196575
305,davila,18.4726,120.5763,296.14,82,28,7.35,PH,1670196577
306,apiai,-24.5094,-48.8425,291.24,98,100,1.28,BR,1670196584
307,grand gaube,-20.0064,57.6608,298.37,71,65,2.24,MU,1670196547
308,borbon,10.838,124.0297,297.81,94,100,1.59,PH,1670196588
309,ternate,0.8,127.4,300.06,78,100,1.54,ID,1670196591
310,kyzyl-suu,42.3414,78.0056,268.72,71,100,2.63,KG,1670196593
311,rawson,-43.3002,-65.1023,297.25,27,9,1.43,AR,1670196532
312,menongue,-14.6585,17.691,293.42,60,88,2.52,AO,1670196597
313,canto do buriti,-8.11,-42.9444,299.09,62,96,1.6,BR,1670196600
314,iqaluit,63.7506,-68.5145,271.0,100,100,3.6,CA,1670196554
315,bang saphan,11.2126,99.5117,297.59,93,100,3.11,TH,1670196481
316,ayan,56.45,138.1667,257.4,63,100,5.41,RU,1670196539
317,mariental,-24.6333,17.9667,296.12,17,15,4.43,NA,1670196610
318,georgetown,5.4112,100.3354,300.5,90,20,1.54,MY,1670196437
319,klaksvik,62.2266,-6.589,277.66,76,77,5.42,FO,1670196445
320,ukiah,39.1502,-123.2078,286.13,78,20,1.54,US,1670196420
321,deep river,46.1001,-77.4995,273.68,75,100,3.26,CA,1670196418
322,iranshahr,27.2025,60.6848,289.0,58,1,0.33,IR,1670196623
323,muli,2.9167,73.5667,299.37,80,100,3.39,MV,1670196626
324,comodoro rivadavia,-45.8667,-67.5,296.07,27,0,3.6,AR,1670196628
325,blackwater,-23.5833,148.8833,300.02,44,0,0.73,AU,1670196631
326,manhattan,40.7834,-73.9662,279.94,51,0,3.09,US,1670196623
327,grindavik,63.8424,-22.4338,277.41,93,100,3.09,IS,1670196635
328,pangai,-19.8,-174.35,301.21,78,75,2.06,TO,1670196378
329,haldia,22.0605,88.1097,289.31,35,0,3.26,IN,1670196642
330,aksarka,66.5606,67.7975,259.55,95,73,2.49,RU,1670196452
331,sabya,17.1495,42.6254,298.94,71,0,1.86,SA,1670196646
332,batsfjord,70.6345,29.7185,268.03,86,100,7.2,NO,1670196553
333,akola,20.7333,77.0,293.51,59,76,2.71,IN,1670196653
334,lumberton,34.6182,-79.0086,284.77,71,0,2.57,US,1670196655
335,vallenar,-28.5708,-70.7581,297.02,41,0,1.8,CL,1670196657
336,vostok,46.4856,135.8833,248.86,98,100,2.65,RU,1670196582
337,ljungby,56.8332,13.9408,274.81,92,99,5.09,SE,1670196662
338,namibe,-15.1961,12.1522,293.83,83,96,1.02,AO,1670196664
339,warrnambool,-38.3833,142.4833,286.83,77,100,8.54,AU,1670196666
340,requena,39.4883,-1.1004,281.22,83,100,1.27,ES,1670196669
341,bindura,-17.3019,31.3306,293.92,50,15,1.3,ZW,1670196671
342,valdivia,-39.8142,-73.2459,291.2,83,29,1.58,CL,1670196674
343,geraldton,-28.7667,114.6,293.38,73,5,5.14,AU,1670196580
344,pacific grove,36.6177,-121.9166,288.56,79,0,3.13,US,1670196531
345,makubetsu,45.3714,141.8211,267.4,73,100,11.75,JP,1670196680
